Product ID;Active (0/1);Name *;Categories (x,y,z...);Price tax excluded;Tax rules ID;Quantity;Summary;Description;Show price (0 = No, 1 = Yes);Image URLs (x,y,z...);Usuń istniejące zdjęcia (0 = Nie, 1 = Tak)
;1;POKRZYWA;Zioła,Zioła klasyczne;8.9;1;21;Suszone liście pokrzywy (op. 30g).;Pokrzywa wspomaga pracę całego organizmu. Działa stymulująco, odżywczo, witaminizująco, mineralizująco, wzmacniająco, regenerująco oraz oczyszczająco na nasze ciało.;1;http://localhost/images/product_images/pokrzywa/img_0.jpg, http://localhost/images/product_images/pokrzywa/img_1.jpg;1
;1;PŁATKI RÓŻY;Zioła,Zioła klasyczne;9.9;1;1;Suszone płatki róży (op. 30g).;Z pachnących płatków róży można przyrządzić napój poprawiający odporność, zrobić odświeżacz powietrza, zaszyć w bawełnianych sakiewkach i włożyć do szafy lub dodać do aromatycznej kąpieli.;1;http://localhost/images/product_images/patkiry/img_0.jpg, http://localhost/images/product_images/patkiry/img_1.jpg;1
;1;RUMIANEK;Zioła,Zioła klasyczne;9.9;1;45;Suszony rumianek (op. 30g).;Rumianek ma właściwości przeciwzapalne, przyspieszające gojenie się ran, rozkurczające mięśnie gładkie, przeciwbakteryjne i neutralizujące toksyny bakteryjne. Stosuje się go wewnętrznie przy problemach żołądkowych i jelitowych. Zewnętrznie pomaga przy stanach zapalnych skóry i błon śluzowych, ranach, oparzeniach oraz alergiach skórnych.;1;http://localhost/images/product_images/rumianek/img_0.jpg, http://localhost/images/product_images/rumianek/img_1.jpg;1
;1;KWIATOWA MELODIA;Zioła,Kompozycje ziołowe;26.9;1;94;Kompozycja ziołowo-kwiatowa (60g);Edycja limitowana. Wyśmienita, niebanalna, ziołowo-kwiatowa kompozycja z dodatkiem melisy. Jej zapach przypomina kwiecistą łąkę z licznymi kwiatami nagietka, lawendy, lipy, rumianku, bławatka, czy malwy. Całość otulają płatki róży i soczysta żurawina.;1;http://localhost/images/product_images/kwiatowamelodia/img_0.jpg, http://localhost/images/product_images/kwiatowamelodia/img_1.jpg, http://localhost/images/product_images/kwiatowamelodia/img_2.jpg;1
;1;OCZYSZCZENIE;Zioła,Kompozycje ziołowe;10.9;1;30;Mieszanka ziół wspomagających oczyszczanie organizmu (op. 60g).;Melisa przeciwdziała wszelkim dolegliwościom jelitowym – działa rozkurczowo zarówno na żołądek jak i jelita. Jabłko, w którym zawarte są polifenole, hamuje aktywność komórek odporności, które biorą udział w rozwoju choroby zapalnej jelit. Koper pobudza ruchy perystaltyczne jelit, posiada właściwości wiatropędne, łagodzi ból wywołany wzdęciami. Rumianek reguluje pracę jelit oraz pomaga w leczeniu zarówno rozwolnienia jak i zatwardzenia.;1;http://localhost/images/product_images/oczyszczenie/img_0.jpg, http://localhost/images/product_images/oczyszczenie/img_1.jpg;1
;1;PRZEMIANA;Zioła,Kompozycje ziołowe;14.9;1;2;Mieszanka ziół wspomagająca prawidłową pracę jelit (op. 50g).;Mięta stymuluje wydzielanie soku żołądkowego. Anyż biedrzeniec z uwagi na anetol ma korzystne działanie na trawienie, ułatwia usuwanie gazów z jelit. Ślaz działa wspomagająco w stanach zapalnych przewodu pokarmowego. Rumianek znany jest od lat z łagodzenia wszelakich dolegliwości związanych z układem trawiennym, szczególnie jeśli chodzi o bóle żołądka związane z nerwowością, napięciem i stresem. Kminek przede wszystkim zapobiega wzdęciom, niweluje skurcze żołądkowo-jelitowe i hamuje rozwój niektórych bakterii. Wykazuje również działanie moczopędne oraz wiatropędne. Koper zmniejsza napięcie mięśni gładkich przewodu pokarmowego oraz przywraca prawidłowy przebieg procesów trawiennych. Nagietek działa korzystnie na błony śluzowe przewodu pokarmowego, przełyku, żołądka i jelit.;1;http://localhost/images/product_images/przemiana/img_0.jpg, http://localhost/images/product_images/przemiana/img_1.jpg;1
;1;ROZGRZANIE;Zioła,Kompozycje ziołowe;14.9;1;80;Mieszanka ziół pomagająca ochronić się przed grypą (op. 70g).;Kwiat lipy, malina, cynamon oraz imbir dzięki właściwościom rozgrzewającym działają napotnie na organizm. Liście czarnej porzeczki poprawiają krążenie i czynność serca oraz zmniejszają obrzęki, a także działają przeciwzapalnie. Rumianek pomaga w obni­że­niu gorączki i może być poda­wany w cza­sie grypy, prze­zię­bie­nia, bólu gar­dła i kaszlu. Anyż posiada działanie wykrztuśne w przypadku kaszlu suchego i przy słabym odkrztuszaniu wydzieliny, a także w takich chorobach jak zapalenie górnych dróg oddechowych i krtani. Koper pobudza również wydzielanie śluzu w górnych drogach oddechowych oraz przywraca prawidłowy ruch nabłonka rzęskowego i podobnie jak tymianek działa wykrztuśnie i bakteriobójczo. Owoc czarnego bzu ma silne właściwości antyoksydacyjne, jak również wykazuje potencjalne właściwości antywirusowe i antybakteryjne. Dlatego też szczególnie chętnie wykorzystuje się go w leczeniu przeziębienia, grypy i jako środek wzmacniający ogólną odporność organizmu.;1;http://localhost/images/product_images/rozgrzanie/img_0.jpg, http://localhost/images/product_images/rozgrzanie/img_1.jpg;1
;1;SYLWETKA;Zioła,Kompozycje ziołowe;14.9;1;26;Mieszanka ziół wspomagająca proces odchudzania (op. 90g).;Yerba mate wpływa na metabolizm cholesterolu i opóźnienia wchłaniania tłuszczy spożywczych. Owoc dzikiej róży poprawia przemianę materii i ułatwia trawienie. Werbena cytrynowa pomaga przy zastojach żółci, nieprawidłowej pracy wątroby oraz łagodzi zaburzenia żołądkowo-jelitowe. Lukrecja posiada właściwości przeczyszczające. Imbir stymuluje przemianę materii i zapobiega wzdęciom dzięki olejkom eterycznym oraz ostremu olejkowi imbirowemu. Płatki róży poprawiają krążenie, obniżają poziom cholesterolu we krwi, wspomagają koncentrację, doskonale orzeźwiają i redukują stres. Rumianek reguluje pracę przewodu pokarmowego i posiada działanie rozluźniające.;1;http://localhost/images/product_images/sylwetka/img_0.jpg, http://localhost/images/product_images/sylwetka/img_1.jpg;1
;1;WZMOCNIENIE;Zioła,Kompozycje ziołowe;15.9;1;3;Mieszanka ziołowa dla wzmocnienia organizmu (op. 120g).;Zarówno jabłko jak i skórka cytrynowa dzięki zawartości dużej ilości min. wit. C, przyczyniają się do wzmocnienia odporności, podobnie jak trawa cytrynowa, która dodatkowo pomaga wzmocnić nasz najcenniejszy organ – serce, ponadto pobudza wydzielanie soków trawiennych, krążenie krwi i rozgrzewa ciało. Rooibos uzupełnia codzienne zapotrzebowanie na wapń, mangan, a w szczególności fluor, który jest niezbędny dla wzmocnienia zębów i kości. Zawiera cynk, kwas alfa-hydroksylowy, odżywiający skórę oraz magnez, potrzebny dla prawidłowego rozwoju układu nerwowego. Skórki fasoli posiadają dużą zawartość lizyny, z którą to organizm produkuje karnitynę, a ta z kolei wzmacnia serce, chroniąc przed chorobą niedokrwienną i zawałem. Tonizujące właściwości kardamonu są niezastąpione w stanach wyczerpania czy zniechęcenia. Cynamon oraz imbir działają przeciwbakteryjnie, rozgrzewająco i pomagają pielęgnować urodę, przy okazji korzystnie wpływając na higienę jamy ustnej. Goździk neutralizuje wolne rodniki, niebezpieczne cząsteczki, przez które nasz organizm szybciej się starzeje. Pieprz poprawia apetyt oraz pobudza wydzielanie soków trawiennych, dzięki czemu usprawnia proces trawienia i łagodzi wzdęcia, natomiast żeń-szeń wzmaga naturalne mechanizmy obronne organizmu i w ten sposób zmniejsza częstość zakażeń. Ponadto wpływa pobudzająco na ośrodkowy układ nerwowy poprawiając zdolności intelektualne.;1;http://localhost/images/product_images/wzmocnienie/img_0.jpg, http://localhost/images/product_images/wzmocnienie/img_1.jpg;1
;1;DETOKS;Suplementy diety;20.9;1;88;Herbatka na oczyszczenie organizmu.;Oczyść organizm i ciesz się dobrym samopoczuciem. Idealnie dobrana kompozycja ziół, szczególnie polecana dla osób wymagających oczyszczenia organizmu. Herbatka zawiera berberys, uważany za naturalny antyoksydant. Stanowi on bogate źródło witaminy C oraz wpływa korzystnie na funkcjonowanie układu pokarmowego.  Składniki: Owoc bzu czarnego, ziele fiołka trójbarwnego, liść pokrzywy, kwiat rumianku, owoc ostropestu, liść brzozy, owoc berberysu.  Masa netto: 80 g  Sposób parzenia: 2 g (1 łyżeczka) herbatki zaparzać wrzątkiem w ilości 200 ml pod przykryciem przez 10 minut. Pij dwa razy dziennie świeży napar.;1;http://localhost/images/product_images/detoks/img_0.jpg, http://localhost/images/product_images/detoks/img_1.jpg;1
;1;DOBRY SEN;Suplementy diety;20.9;1;7;Kompozycja ziół wyciszających.;Zrelaksuj się po długim dniu i ciesz się spokojnym snem. Herbatka Ziołowa Dobry Sen to idealnie dobrana kompozycja ziół wyciszających układ nerwowy i ułatwiających zasypianie. Łagodzi stany niepokoju, drażliwość i napięcie psychiczne. Jeden ze składników, ashwagandha ma działanie uspokajające i pomaga w walce z chronicznym zmęczeniem i bezsennością.  Składniki: Liść melisy, owoc głogu, kwiat lawendy, ziele werbeny, szyszka chmielu, korzeń ashwagandhy.  Sposób zaparzanie: 2 g (2 łyżeczki) herbatki zaparzać wrzątkiem w ilości 200 ml pod przykryciem przez 10 minut. Pij dwa razy dziennie świeży napar.;1;http://localhost/images/product_images/dobrysen/img_0.jpg, http://localhost/images/product_images/dobrysen/img_1.jpg;1
;1;ENERGIA;Suplementy diety;20.9;1;55;Herbatka dodająca energii.;Poczuj energię z natury w każdym łyku. Herbatka Ziołowa Energia dostarcza Ci nie tylko energii, ale także witamin i minerałów, które pomagają Ci czuć się wspaniale i witalnie. Jest to idealnie dobrana kompozycja ziół dodających energii i wspomagających utrzymanie sprawności fizycznej i umysłowej oraz wpływających na zmniejszenie uczucia zmęczenia. Herbatka zawiera żeń-szeń, który wspiera pamięć i poprawia koncentrację, zwiększając odporność na stres. Dodatkowo, dodaje energii i poprawia nastrój.  Składniki: Owoc głogu, skórka owocu róży dzikiej, ziele mięty pieprzowej, liść herbaty zielonej, nasiona guarany, korzeń żeń-szenia.  Masa netto: 80 g  Sposób parzenia: 2 g (1 łyżeczka) herbatki zaparzać wrzątkiem w ilości 200 ml pod przykryciem przez 10 minut. Pij dwa razy dziennie świeży napar.;1;http://localhost/images/product_images/energia/img_0.jpg, http://localhost/images/product_images/energia/img_1.jpg;1
;1;LIBIDO;Suplementy diety;25.9;1;17;Herbatka na pobudzenie libido.;Odkryj naturalne źródło pożądania z Herbatką Ziołową Libido! To wyjątkowa kompozycja ziół, które wspierają zdrową funkcję seksualną i przywracają zmysłowość w Twoim życiu. Szczególnie polecana dla mężczyzn. Herbatka wspiera równowagę emocjonalną, sprawność fizyczną i umysłową oraz energię seksualną. Jeden ze składników, korzeń maca, nazywany jest peruwiańskim żeń-szeniem. Jest to adaptogen, który posiada korzystny wpływ na libido zarówno kobiet, jak i mężczyzn. Ponadto, dodaje energii i łagodzi stres.;1;http://localhost/images/product_images/libido/img_0.jpg, http://localhost/images/product_images/libido/img_1.jpg;1
;1;METABOLIZM;Suplementy diety;20.9;1;96;Herbatka ziołowa na przyśpieszenie metabolizmu.;Poczuj się dobrze we własnym ciele! Herbatka ziołowa Metabolizm to naturalny sposób na przyspieszenie przemiany materii oraz redukcję masy ciała. Ponadto, wspiera odchudzanie, poprawia trawienie, wspomaga detoksykację krwi ze zbędnych metabolitów i wpływa pozytywnie na regenerację organizmu. Jeden ze składników, kurkuma, ułatwia trawienie oraz wpływa na obniżenie poziomu glukozy we krwi.  Składniki: Kwiat hibiskusa, korzeń mniszka lekarskiego, owoc kopru włoskiego, koszyczek rumianku, kłącze kurkumy.  Sposób zaparzania: 2 g (1 łyżeczka) herbatki zaparzać wrzątkiem w ilości 200 ml pod przykryciem przez 10 minut. Pij dwa razy dziennie świeży napar.;1;http://localhost/images/product_images/metabolizm/img_0.jpg, http://localhost/images/product_images/metabolizm/img_1.jpg;1
;1;ODPORNOŚĆ;Suplementy diety;20.9;1;19;Herbatka na odporność.;Wzmocnij swoją odporność i zwalcz objawy przeziębienia. Idealnie dobrana kompozycja ziół działających wzmacniająco i poprawiających odporność organizmu. Przyczynia się do utrzymania prawidłowego metabolizmu energetycznego, zmniejsza uczucie zmęczenia i znużenia oraz pomaga w prawidłowym funkcjonowaniu układu odpornościowego. Jeden ze składników, liść moringi, to bogate źródło przeciwutleniaczy, przyczynia się do wzmocnienia układu odpornościowego.  Składniki: Liść czerwonokrzewu, kora cynamonu, liść czystka, skórka owocu róży dzikiej, owoc żurawiny, korzeń żeń-szenia, liść moringi.  Masa netto: 80 g  Sposób zaparzania: 2 g (2 łyżeczki) herbatki zaparzać wrzątkiem w ilości 200 ml pod przykryciem przez 10 minut. Pij dwa razy dziennie świeży napar.;1;http://localhost/images/product_images/odporno/img_0.jpg, http://localhost/images/product_images/odporno/img_1.jpg;1
;1;KUBKI W SERCU KLIMT;Prezenty dla mamy,Prezenty dla kobiety,Prezenty dla Babci i Dziadka,Pozostałe;130.9;1;56;Zestaw kubków w prezentowym opakowaniu - 2x270ml.;Kubki w sercu - Gustav Klimt Adele (532-0805) to zestaw dwóch kubków o oryginalnych kształtach wraz z sercem. Wszystko ozdobione dziełami Klimta. Artysta zachwycał i zachwyca. inspiruje współczesnych ludzi do tworzenia nowej rzeczywistości. Kreowania otaczaj świata można zacząć od poranki i przyjemności picia z unikatowych kubków. Z pewnością koczujemy powiew kultury i sztuki w naszej kuchni.;1;http://localhost/images/product_images/kubkiwsercuklimt/img_0.jpg;1
;1;KUBKI W SERCU KWIATY;Prezenty dla mamy,Prezenty dla kobiety,Prezenty dla Babci i Dziadka,Pozostałe;130.9;1;75;Zestaw kubków w prezentowym opakowaniu - 2x270ml.;Czarujący komplet w skład którego wchodzą dwa kubeczki o przepięknym kształcie, zdobione polnymi kwiatami. Dopełnieniem zestawu jest wysokiej jakości pudełko w kształcie serca także ozdobione polnymi kwiatami.;1;http://localhost/images/product_images/kubkiwsercukwiaty/img_0.jpg, http://localhost/images/product_images/kubkiwsercukwiaty/img_1.jpg, http://localhost/images/product_images/kubkiwsercukwiaty/img_2.jpg;1
;1;LAURKA: IMIĘ RÓŻY;Herbaty w kartonikach okazjonalnych,Prezenty dla mamy,Prezenty dla kobiety,Herbaty pakowane,Prezenty dla Babci i Dziadka;33.9;1;58;Czarna kompozycja 70g;Główni bohaterowie, czyli malina i płatki róży wraz ze swoim kompanem jabłkiem, porywają nas do świata pełnego kolorów (za sprawą bławatka i nagietka), w którym akcja toczy się wśród liści czarnej herbaty Ceylon. Limit dziennego spożycia 4 filiżanki.;1;http://localhost/images/product_images/laurkaimiry/img_0.jpg, http://localhost/images/product_images/laurkaimiry/img_1.jpg;1
;1;LAURKA: OGRODY EDENU;Herbaty w kartonikach okazjonalnych,Prezenty dla mamy,Prezenty dla kobiety,Herbaty pakowane,Prezenty dla Babci i Dziadka;28.9;1;40;Owocowa kompozycja 70g;Pełne smaku połączenie papai, mango, jabłka, pomarańczy, skórki owocu granatu oraz safloru. Słodycz owoców jest znakomicie zrównoważona przez lekką kwasowość hibiskusa.;1;http://localhost/images/product_images/laurkaogrodyedenu/img_0.jpg, http://localhost/images/product_images/laurkaogrodyedenu/img_1.jpg;1
;1;LAURKA: SEKRET PIĘKNA;Herbaty w kartonikach okazjonalnych,Prezenty dla mamy,Prezenty dla kobiety,Herbaty pakowane;30.9;1;63;Owocowa kompozycja 70g;Wyjątkowa kompozycja zielonej herbaty Sencha, białej herbaty Pai Mu Tan, soczystego ananasa, słodko-drzewnego sandałowca oraz orzeźwiającej trawy cytrynowej. Wyśmienita do podawania podczas wieczornych spotkań z przyjaciółmi i rodziną.;1;http://localhost/images/product_images/laurkasekretpikna/img_0.jpg, http://localhost/images/product_images/laurkasekretpikna/img_1.jpg;1
;1;Z MIŁOŚCIĄ MADAM GREY;Herbaty w kartonikach okazjonalnych,Prezenty dla mamy,Prezenty dla zakochanych;25.9;1;19;Earl Grey z pomarańczą 70g;Interesujące zestawienie klasycznej herbaty Earl Grey z kawałkami ożywczej pomarańczy. Kompozycję stworzono na bazie dwóch czarnych herbat: wietnamskiej oraz cejlońskiej. Dzięki cząsteczkom cytrusa herbata posiada niesamowicie egzotyczną i orzeźwiającą nutę, jednocześnie nie tracąc swojego wykwintnego charakteru. To doskonała propozycja uzupełniająca każde spotkanie towarzyskie. Herbata Earl Grey swój niepowtarzalny smak i aromat zawdzięcza olejkowi z bergamotki. Nazwę bergamotka wprowadzili Turcy określając tym mianem uprawiany w strefie śródziemnomorskiej owoc Książęcej Gruszki zbliżony kształtem do owoców cytrusowych, posiadający grubą, mięsistą skórkę. Właśnie z tej skóry tłoczony jest aromatyczny olejek dodawany między innymi do herbat typu Earl Grey.;1;http://localhost/images/product_images/zmiocimadamgrey/img_0.jpg, http://localhost/images/product_images/zmiocimadamgrey/img_1.jpg, http://localhost/images/product_images/zmiocimadamgrey/img_2.jpg;1
;1;ZESTAW BOGACTWO SMAKÓW DUŻY;Prezenty,Zestawy prezentowe,Prezenty dla mamy,Prezenty dla taty,Prezenty z bakaliami,Zestawy promocyjne;91.9;1;48;Zestaw prezentowy ze słodkościami.;Zestaw prezentowy zawiera:;1;http://localhost/images/product_images/zestawbogactwosmakwduy/img_0.jpg, http://localhost/images/product_images/zestawbogactwosmakwduy/img_1.jpg, http://localhost/images/product_images/zestawbogactwosmakwduy/img_2.jpg, http://localhost/images/product_images/zestawbogactwosmakwduy/img_3.jpg, http://localhost/images/product_images/zestawbogactwosmakwduy/img_4.jpg, http://localhost/images/product_images/zestawbogactwosmakwduy/img_5.jpg;1
;1;ZESTAW BOGACTWO SMAKÓW MAŁY;Zestawy prezentowe,Prezenty dla mamy,Prezenty dla kobiety,Prezenty dla Babci i Dziadka,Prezenty z bakaliami;58.9;1;81;Zestaw prezentowy ze słodkościami.;Zestaw prezentowy zawiera:;1;http://localhost/images/product_images/zestawbogactwosmakwmay/img_0.jpg, http://localhost/images/product_images/zestawbogactwosmakwmay/img_1.jpg, http://localhost/images/product_images/zestawbogactwosmakwmay/img_2.jpg, http://localhost/images/product_images/zestawbogactwosmakwmay/img_3.jpg, http://localhost/images/product_images/zestawbogactwosmakwmay/img_4.jpg, http://localhost/images/product_images/zestawbogactwosmakwmay/img_5.jpg, http://localhost/images/product_images/zestawbogactwosmakwmay/img_6.jpg;1
;1;ZESTAW DEGUSTACYJNY KAWY SMAKOWE;Prezenty,Zestawy prezentowe,Prezenty dla mamy,Prezenty dla mężczyzny,Prezenty dla nauczyciela,Prezenty dla Babci i Dziadka;99.9;1;89;Zestaw kaw ziarnistych 10 x 50g;Kawy smakowe należą do naszych specjalności. Niezwykłe propozycje komponowane są w oparciu o kolumbijską kawę Excelso z odmiany arabika, której walory doskonale współgrają z najróżniejszymi aromatami. To niesamowite, jakimi smakami może oczarować nas kawa, zachowując przy tym odpowiednie proporcje i balans. Postanowiliśmy sprostać oczekiwaniom kawoszy, którzy lubią zaskakujące połączenia i z myślą o nich przygotowaliśmy kilka ciekawych propozycji.;1;http://localhost/images/product_images/zestawdegustacyjnykawysmakowe/img_0.jpg, http://localhost/images/product_images/zestawdegustacyjnykawysmakowe/img_1.jpg, http://localhost/images/product_images/zestawdegustacyjnykawysmakowe/img_2.jpg, http://localhost/images/product_images/zestawdegustacyjnykawysmakowe/img_3.jpg, http://localhost/images/product_images/zestawdegustacyjnykawysmakowe/img_4.jpg, http://localhost/images/product_images/zestawdegustacyjnykawysmakowe/img_5.jpg, http://localhost/images/product_images/zestawdegustacyjnykawysmakowe/img_6.jpg, http://localhost/images/product_images/zestawdegustacyjnykawysmakowe/img_7.jpg;1
;1;ZESTAW DODATKI DO HERBATKI;Prezenty,Zestawy prezentowe,Prezenty dla mamy,Prezenty dla Babci i Dziadka,Prezenty z bakaliami,Zestawy promocyjne;139.9;1;74;Zestaw prezentowy - słodkie dodatki.;Zestaw prezentowy zawiera :;1;http://localhost/images/product_images/zestawdodatkidoherbatki/img_0.jpg, http://localhost/images/product_images/zestawdodatkidoherbatki/img_1.jpg, http://localhost/images/product_images/zestawdodatkidoherbatki/img_2.jpg, http://localhost/images/product_images/zestawdodatkidoherbatki/img_3.jpg, http://localhost/images/product_images/zestawdodatkidoherbatki/img_4.jpg, http://localhost/images/product_images/zestawdodatkidoherbatki/img_5.jpg, http://localhost/images/product_images/zestawdodatkidoherbatki/img_6.jpg, http://localhost/images/product_images/zestawdodatkidoherbatki/img_7.jpg;1
;1;ZESTAW DWIE HERBATY NARCYZY;Prezenty,Zestawy prezentowe,Prezenty dla mamy,Prezenty dla nauczyciela,Prezenty dla Babci i Dziadka;49.9;1;78;Podwójny zestaw herbaciany.;Zanurz się w świecie aromatycznych herbat dzięki naszemu starannie dobranemu zestawowi, który sprawi, że każdy dzień nabierze wyjątkowego smaku. Idealny na poranne pobudzenie, popołudniowe wyciszenie lub wieczorny relaks.;1;http://localhost/images/product_images/zestawdwieherbatynarcyzy/img_0.jpg, http://localhost/images/product_images/zestawdwieherbatynarcyzy/img_1.jpg, http://localhost/images/product_images/zestawdwieherbatynarcyzy/img_2.jpg, http://localhost/images/product_images/zestawdwieherbatynarcyzy/img_3.jpg;1
;1;DO TRZECH RAZY SZTUKA I;Prezenty,Zestawy prezentowe,Prezenty dla taty,Prezenty dla mężczyzny,Prezenty dla Babci i Dziadka;86.9;1;23;Potrójny zestaw kompozycji herbacianych.;Zestaw prezentowy zawiera:  - Herbatę zieloną kompozycję Owocowa laguna 50g w kartoniku okazjonalnym;1;http://localhost/images/product_images/dotrzechrazysztukai/img_0.jpg, http://localhost/images/product_images/dotrzechrazysztukai/img_1.jpg, http://localhost/images/product_images/dotrzechrazysztukai/img_2.jpg, http://localhost/images/product_images/dotrzechrazysztukai/img_3.jpg, http://localhost/images/product_images/dotrzechrazysztukai/img_4.jpg, http://localhost/images/product_images/dotrzechrazysztukai/img_5.jpg;1
;1;DO TRZECH RAZY SZTUKA II;Prezenty,Zestawy prezentowe,Prezenty dla taty,Prezenty dla Babci i Dziadka;77.9;1;72;Potrójny zestaw kompozycji herbacianych.;Zestaw prezentowy zawiera:  - Herbatę czarną Assam Dekorai 70g w kartoniku okazjonalnym;1;http://localhost/images/product_images/dotrzechrazysztukaii/img_0.jpg, http://localhost/images/product_images/dotrzechrazysztukaii/img_1.jpg, http://localhost/images/product_images/dotrzechrazysztukaii/img_2.jpg, http://localhost/images/product_images/dotrzechrazysztukaii/img_3.jpg, http://localhost/images/product_images/dotrzechrazysztukaii/img_4.jpg, http://localhost/images/product_images/dotrzechrazysztukaii/img_5.jpg;1
;1;KAŻDA FILIŻANKA... EARL GREY;Herbaty w kartonikach okazjonalnych,Prezenty dla taty,Prezenty dla mężczyzny,Herbaty pakowane,Prezenty dla Babci i Dziadka;29.9;1;76;Zielona kompozycja Earl grey Fantasy 70g;Odwiedź pełną bergamotkowej magii krainę, w której wśród zielonej herbaty Sencha skosztujesz owoców winogron i wiśni, zachwycisz się aromatem werbeny oraz odpoczniesz wśród kwiatów rumianku i bławatka.;1;http://localhost/images/product_images/kadafilianka...earlgrey/img_0.jpg, http://localhost/images/product_images/kadafilianka...earlgrey/img_1.jpg;1
;1;KAŻDA FILIŻANKA... WEHIKUŁ CZASU;Herbaty w kartonikach okazjonalnych,Prezenty dla taty,Prezenty dla mężczyzny,Prezenty dla kobiety,Herbaty pakowane,Prezenty dla Babci i Dziadka;32.9;1;96;Czarna kompozycja 70g;Herbata czarna Ceylon High Grown z dodatkiem liści limonki, maliny oraz olejku z owoców bergamotki.  Składniki: herbata czarna Ceylon High Grown, limonka liść, malina liofilizowana, aromat  Wartość odżywcza w 100g: wartość energetyczna 63,0 kJ / 15,0 kcal, tłuszcze 0,0 g, węglowodany 1,8g (w tym cukry 1,5g), błonnik 2,2g, białko 0,0 g, sól 0,0g, sód 0,0g.;1;http://localhost/images/product_images/kadafilianka...wehikuczasu/img_0.jpg, http://localhost/images/product_images/kadafilianka...wehikuczasu/img_1.jpg;1
;1;Z PRZYJACIELEM: SENCHA JAPAN STYLE;Herbaty w kartonikach okazjonalnych,Prezenty dla taty,Prezenty dla mężczyzny,Herbaty pakowane,Prezenty dla Babci i Dziadka;26.9;1;61;Herbata zielona 70g;Herbatę zieloną Sencha otrzymuje się poddając suszeniu liście niezwłocznie po zerwaniu ich z krzewu, tak aby nie dopuścić do rozpoczęcia procesu utleniania. Dzięki temu utrzymuje ona więcej składników o leczniczych właściwościach, oraz posiada wiele walorów smakowych (ziołowy aromat oraz wyraźnie delikatniejszy smak niż pozostałe rodzaje herbat). Nasza Japońska Sencha pochodzi z chińskich plantacji, ale przygotowywana jest na sposób japoński. Obowiązujące w Japonii standardy dotyczące uprawy krzewów herbaty i obróbki suszu sprawiają, że herbata otrzymywana tą metodą jest najwyższej jakości.;1;http://localhost/images/product_images/zprzyjacielemsenchajapanstyle/img_0.jpg, http://localhost/images/product_images/zprzyjacielemsenchajapanstyle/img_1.jpg;1
;1;ZESTAW DLA MĘŻCZYZNY;Zestawy prezentowe,Prezenty dla taty,Prezenty dla mężczyzny,Prezenty dla zakochanych;74.9;1;21;Zestaw prezentowy ze słodkościami.;Zanurz się w świecie aromatycznych herbat dzięki naszemu starannie dobranemu zestawowi, który sprawi, że każdy dzień nabierze wyjątkowego smaku. Idealny na poranne pobudzenie, popołudniowe wyciszenie lub wieczorny relaks.;1;http://localhost/images/product_images/zestawdlamczyzny/img_0.jpg, http://localhost/images/product_images/zestawdlamczyzny/img_1.jpg, http://localhost/images/product_images/zestawdlamczyzny/img_2.jpg, http://localhost/images/product_images/zestawdlamczyzny/img_3.jpg;1
;1;ZESTAW DWIE HERBATY CZARNE;Prezenty,Zestawy prezentowe,Prezenty dla taty,Prezenty dla mężczyzny;54.9;1;65;Zestaw prezentowy zawierający dwie czarne herbaty.;Zestaw prezentowy zawiera:  - Herbatę czarną Ceylon High Grown OP 70g w kartoniku okazjonalnym - Herbatę czarną English Brakfast 70g w kartoniku okazjonalnym - Pudełko eco z okienkiem przewiązane rafią;1;http://localhost/images/product_images/zestawdwieherbatyczarne/img_0.jpg, http://localhost/images/product_images/zestawdwieherbatyczarne/img_1.jpg, http://localhost/images/product_images/zestawdwieherbatyczarne/img_2.jpg, http://localhost/images/product_images/zestawdwieherbatyczarne/img_3.jpg;1
;1;ZESTAW DWIE HERBATY EARL GREY;Prezenty,Zestawy prezentowe,Prezenty dla taty;63.9;1;23;Zestaw prezentowy zawierający dwie herbaty Earl Grey.;Zestaw prezentowy zawiera:  - Herbatę czarną Earl Grey 70g w kartoniku okazjonalnym - Herbatę czarną kompozycję Wehikuł czasu 70g w kartoniku okazjonalnym - Pudełko eco z okienkiem przewiązane rafią;1;http://localhost/images/product_images/zestawdwieherbatyearlgrey/img_0.jpg, http://localhost/images/product_images/zestawdwieherbatyearlgrey/img_1.jpg, http://localhost/images/product_images/zestawdwieherbatyearlgrey/img_2.jpg, http://localhost/images/product_images/zestawdwieherbatyearlgrey/img_3.jpg;1
;1;ZESTAW DWIE KAWY KLASYCZNE;Prezenty,Zestawy prezentowe,Prezenty dla taty,Prezenty dla mężczyzny,Prezenty dla zakochanych,Prezenty dla Babci i Dziadka;70.9;1;25;Zestaw prezentowy zawierający dwie kawy.;Zestaw prezentowy zawiera:  - Kawę ziarnistą Kolumbia Medelin 100g w kartoniku okazjonalnym - Kawę ziarnistą Gwatemala Maragogype 100g w kartoniku okazjonalnym - Pudełko eco z okienkiem przewiązane rafią;1;http://localhost/images/product_images/zestawdwiekawyklasyczne/img_0.jpg, http://localhost/images/product_images/zestawdwiekawyklasyczne/img_1.jpg, http://localhost/images/product_images/zestawdwiekawyklasyczne/img_2.jpg, http://localhost/images/product_images/zestawdwiekawyklasyczne/img_3.jpg;1
